ubigeo,total_fp,total_pl,total_validos,total_en_blanco,total_votos_nulos,total_votos_impugnados,total_votos_emitidos,total_primera_accion_popular,total_primera_app,total_primera_avanza_pais,total_democracia_directa,total_primera_frente_amplio,total_primera_fuerza_popular,total_primera_jpp,total_primera_somos,total_primera_partido_morado,total_primera_nacionalista,total_primera_peru_libre,total_primera_ppc,total_primera_pps,total_primera_podemos_peru,total_primera_renacimiento,total_renovacion_popular,total_upp,total_victoria_nacional,total_primera_blanco,total_primera_nulo
130611,1040,1297,2337,29,109,0,2475,259,365,38,3,12,403,91,36,13,5,234,5,3,25,4,47,3,60,473,115
130613,1259,2528,3787,89,256,0,4132,220,197,67,3,7,357,88,28,16,6,1382,3,8,24,26,110,7,90,873,289
130614,4479,5046,9525,195,1053,0,10773,382,712,110,18,83,1341,361,260,84,54,1908,23,37,96,34,226,25,337,2350,1096
130701,5196,4925,10121,84,685,0,10890,573,2128,579,12,37,1092,325,108,146,50,1325,86,21,459,23,625,16,384,1402,868
130702,10768,7970,18738,179,1283,0,20200,685,3160,934,30,70,3411,505,186,205,117,2167,82,49,542,45,1250,74,612,2724,1715
130703,1139,948,2087,36,181,0,2304,88,453,86,4,1,241,94,20,21,9,275,2,2,105,7,157,7,74,378,185
130704,10327,6322,16649,117,1354,0,18120,850,3711,1304,31,59,2193,517,251,190,74,1052,147,44,1196,31,1816,36,695,1649,1050
130705,3643,2982,6625,76,464,0,7165,281,1237,223,9,18,1376,301,91,44,46,690,19,13,172,16,300,12,253,1165,451
130801,1837,3419,5256,123,419,0,5798,544,392,119,12,20,586,298,64,34,65,1362,11,7,79,27,131,26,37,1429,548
130802,768,1002,1770,25,113,0,1908,110,287,85,3,10,269,124,18,12,7,251,4,4,25,8,28,6,30,463,98
130803,2430,2596,5026,182,411,3,5622,283,766,172,8,18,902,192,73,28,40,742,9,5,57,18,55,28,36,1279,571
130804,889,1261,2150,50,168,0,2368,108,278,21,1,21,173,66,24,8,33,582,1,6,38,13,45,5,22,596,180
130805,233,380,613,10,37,0,660,97,72,30,1,1,30,41,3,6,4,82,2,1,5,2,27,0,18,155,36
130806,463,990,1453,52,121,0,1626,122,367,40,4,5,88,61,18,19,9,181,4,2,40,3,14,6,17,433,128
130807,151,391,542,10,25,0,577,80,50,4,1,5,34,51,4,3,17,63,0,2,9,3,3,4,8,140,32
130808,2731,3036,5767,162,418,0,6347,396,719,548,18,29,796,151,61,55,30,767,28,56,162,14,126,25,85,1599,320
130809,1391,1403,2794,42,200,0,3036,440,297,71,2,7,288,80,14,15,4,257,2,7,37,7,94,3,44,643,152
130810,270,480,750,10,44,0,804,132,89,28,0,1,44,48,6,7,9,108,2,2,46,2,19,0,16,165,38
130811,363,623,986,14,56,0,1056,80,119,17,2,16,79,87,7,5,15,224,1,2,5,8,13,2,5,271,89
130812,453,796,1249,18,50,0,1317,136,130,28,0,4,119,69,5,4,17,327,0,2,15,12,16,5,11,342,55
130813,584,622,1206,21,89,0,1316,152,176,36,6,5,124,33,6,10,35,252,2,2,30,9,22,3,17,323,75
130901,17191,14560,31751,417,3261,0,35429,1941,4681,1396,28,99,5931,750,228,207,143,5676,69,54,782,127,1501,83,883,6802,3204
130902,3286,3804,7090,216,585,0,7891,453,1216,128,10,23,971,151,47,30,40,879,8,26,107,35,218,30,313,2277,693
130903,1085,2117,3202,64,181,0,3447,432,462,33,2,4,286,62,36,13,8,361,6,5,36,7,59,18,62,890,192
130904,2082,1988,4070,56,220,0,4346,242,534,56,4,4,666,61,19,32,20,1043,7,14,110,25,137,15,84,953,367
130905,3364,2671,6035,112,549,0,6696,458,622,74,5,17,1116,91,37,31,17,1163,4,14,54,18,120,17,125,1509,711
130906,1985,3592,5577,169,754,0,6500,778,405,50,5,42,519,88,36,28,40,1142,9,15,92,30,72,16,124,1869,1027
130907,2123,1559,3682,105,298,0,4085,228,503,48,4,6,747,71,14,36,25,674,9,7,68,17,83,12,100,930,286
130908,1158,3174,4332,127,395,0,4854,241,633,49,7,14,248,167,39,24,25,528,6,12,60,18,40,12,230,1396,415
131001,3557,6133,9690,149,891,0,10730,394,1108,149,405,25,800,636,120,103,79,1563,29,23,198,23,226,30,461,2113,857
131002,1214,980,2194,42,240,0,2476,206,144,58,6,6,423,36,26,19,10,329,9,1,124,5,56,5,59,714,165
131003,1235,1104,2339,22,150,0,2511,122,234,205,18,4,364,98,22,10,9,610,5,3,32,8,58,5,57,418,166
131004,355,325,680,13,32,0,725,43,80,20,3,3,114,57,12,6,10,128,3,1,29,4,36,1,14,209,69
131005,437,628,1065,15,56,0,1136,69,202,19,4,4,120,44,20,5,12,192,1,5,23,2,27,3,24,259,52
131006,1837,2122,3959,74,505,0,4538,220,720,122,27,13,479,207,75,30,30,671,13,10,307,11,112,15,168,876,521
131007,733,618,1351,11,86,0,1448,49,180,50,21,2,208,38,6,18,7,246,1,5,26,3,13,3,36,337,102
131008,479,704,1183,21,50,0,1254,65,242,16,0,3,133,55,8,5,9,238,2,1,15,7,14,3,25,320,69
131101,5341,2557,7898,83,616,0,8597,279,946,285,7,34,2037,308,108,69,34,591,29,9,105,17,332,12,252,1240,553
131102,1453,478,1931,19,124,0,2074,85,174,26,3,5,403,62,23,15,16,138,3,4,14,5,30,2,23,297,80
131103,517,264,781,12,91,0,884,18,125,8,1,2,158,24,12,6,3,78,0,0,14,2,11,0,13,164,48
131104,1735,916,2651,44,234,0,2929,82,342,20,51,8,351,70,33,29,3,149,4,4,19,5,34,2,25,409,154
131201,11732,13037,24769,259,2242,0,27270,815,3408,1070,55,86,2868,682,280,207,185,3760,126,73,2719,83,2142,120,943,4928,1706
131202,5871,10190,16061,162,1246,0,17469,452,1497,528,25,51,1461,763,179,111,91,3777,29,36,1265,39,1206,91,475,3268,1403
131203,1925,1832,3757,43,247,0,4047,129,991,186,7,10,558,67,47,19,29,315,11,11,138,9,361,7,152,676,188
140101,108544,61763,170307,705,13352,0,184364,12442,13741,20342,531,384,21410,8583,2749,3804,862,13284,3462,614,7533,422,32193,544,7824,14542,10885
140102,3966,5395,9361,61,743,0,10165,913,1174,463,18,32,1385,360,211,63,127,1476,23,20,545,21,633,43,291,1671,966
140103,4288,2462,6750,58,328,0,7136,579,518,687,18,7,1413,325,154,131,39,396,68,28,221,20,913,19,407,736,204
140104,1010,536,1546,7,86,0,1639,235,125,218,2,2,135,85,25,19,6,38,29,3,94,3,224,3,81,124,64
140105,49030,36738,85768,459,6141,0,92368,5438,8055,6881,322,223,15960,3277,1286,1202,623,13578,947,312,3581,306,13081,389,3273,9840,6388
140106,25979,16246,42225,210,3055,0,45490,2515,4267,3758,130,95,7078,1688,642,639,269,4520,667,144,2167,108,6481,174,1863,4137,2669
140107,506,533,1039,10,63,0,1112,81,62,25,3,2,203,52,30,9,15,128,4,2,69,3,55,3,37,196,59
140108,14721,6277,20998,205,1143,0,22346,1090,1510,1362,48,53,6210,754,441,219,102,1299,284,66,553,44,2276,67,972,2648,985
140109,677,785,1462,11,70,0,1543,123,123,45,3,2,225,88,55,10,44,111,3,3,65,2,110,6,80,219,53
140110,2144,2250,4394,29,211,0,4634,256,427,164,8,13,804,186,199,25,105,491,14,8,123,12,226,16,134,552,470
140111,2364,2460,4824,33,375,0,5232,450,478,248,14,16,775,278,64,41,16,633,43,3,310,13,476,12,210,638,429
140112,10914,6146,17060,98,1043,0,18201,1162,1707,1554,45,31,2329,745,275,349,106,1174,252,68,743,31,2852,41,889,1559,1230
140113,5252,3504,8756,40,574,0,9370,768,790,651,15,27,1492,384,119,105,53,839,109,21,281,23,1072,36,362,1000,678
140114,4811,1649,6460,93,460,0,7013,349,744,497,16,9,1739,110,113,49,17,297,63,15,284,14,1178,17,253,853,362
140115,1224,1048,2272,14,155,0,2441,129,358,173,2,6,311,134,20,20,27,209,12,4,120,2,181,6,129,371,132
140116,5120,3486,8606,55,417,0,9078,642,1030,380,18,21,1985,813,103,67,68,320,43,26,438,16,754,26,352,1507,489
140117,5691,5958,11649,88,659,0,12396,588,1367,460,22,25,2182,593,244,92,72,2065,68,23,625,27,1115,46,334,1829,693
140118,3625,3764,7389,51,977,0,8417,577,835,454,12,15,676,278,148,93,50,997,54,12,551,26,1386,8,284,1013,775
140119,2392,2152,4544,21,210,0,4775,208,596,326,19,15,830,263,59,45,27,427,28,15,249,14,566,7,137,589,292
140120,5501,8459,13960,90,1380,0,15430,1455,1804,765,26,52,1532,1220,557,161,53,1919,112,23,976,33,1305,50,623,2086,1794
140201,9623,7602,17225,127,1051,0,18403,1670,1934,1344,75,50,2685,799,310,203,86,1944,172,147,630,30,1972,103,891,2012,1548
140202,1024,3340,4364,93,355,0,4812,429,179,37,10,8,268,194,50,13,67,1217,4,9,44,27,57,32,23,1526,323
140203,1598,3353,4951,114,413,0,5478,365,91,92,7,9,389,254,125,28,93,1702,5,31,34,72,40,12,34,1838,410
140204,1053,1127,2180,16,143,0,2339,218,314,31,1,5,445,188,78,22,14,341,6,7,64,4,180,5,56,329,136
140205,4734,4627,9361,98,489,0,9948,1071,900,190,10,15,1830,168,93,30,39,1849,34,9,200,33,537,26,249,1429,456
140206,4187,3157,7344,77,501,0,7922,588,816,400,14,22,1591,265,178,62,46,733,43,185,306,19,641,38,291,1035,561
140301,10913,10032,20945,180,1604,0,22729,2312,1961,1599,57,70,3109,1133,519,424,149,1975,322,73,928,79,2386,82,879,3132,1326
140302,457,449,906,1,46,0,953,132,86,14,2,2,214,50,14,10,22,128,4,0,17,1,48,2,21,180,68
140303,3383,2045,5428,53,189,0,5670,446,245,291,9,18,1911,189,142,45,56,577,12,16,139,7,520,22,124,823,208
140304,4946,3654,8600,81,454,0,9135,627,915,296,4,18,2088,322,151,85,55,1046,44,13,308,29,621,18,324,1500,530
140305,6101,5074,11175,88,604,0,11867,1137,1108,302,13,25,3365,348,206,88,69,1031,33,13,257,21,617,36,282,1635,1040
140306,16567,7279,23846,254,1321,0,25421,2108,1140,337,23,23,9697,327,301,83,114,2617,53,27,407,83,1222,48,206,4932,1546
140307,7879,7624,15503,150,733,0,16386,1035,1438,526,29,25,2929,858,171,140,145,1641,51,21,650,36,993,33,456,2373,958
140308,10870,12420,23290,334,1470,1,25095,2767,1242,980,17,49,3568,558,368,167,162,3912,72,66,746,86,1083,78,768,5237,1826
140309,2414,1779,4193,21,206,0,4420,307,198,151,4,8,1420,169,57,79,43,464,11,5,96,11,301,23,136,667,258
140310,3536,3088,6624,127,395,0,7146,667,282,104,6,7,1458,239,213,107,167,927,8,12,77,40,260,38,173,1536,406
140311,5059,2363,7422,56,377,0,7855,787,1066,544,33,31,2398,219,163,90,44,583,73,14,234,29,910,17,345,1043,401
140312,9026,4439,13465,145,611,0,14221,898,850,441,13,18,5482,331,346,144,92,1063,56,36,347,30,1107,27,280,2198,586
150101,128944,58805,187749,869,13267,33,201918,12371,5315,29184,540,563,21644,15738,3095,6569,1220,7179,8527,817,13236,628,27508,719,13966,16827,13006
150102,17657,11786,29443,165,1712,1,31321,1446,1266,3079,64,87,4601,1688,488,457,276,2804,600,108,2202,100,3782,169,1933,3250,1582
150103,191431,154002,345433,1846,18852,74,366205,23527,11033,40856,950,1065,45449,22422,4570,7865,3185,40360,6976,1296,23874,1829,43231,1953,18660,34151,17979
150104,26265,6877,33142,126,2281,7,35556,1631,553,6872,62,65,3130,3072,426,1379,147,461,1857,132,1488,63,5315,75,2136,2020,1867
150105,44878,17434,62312,228,4155,1,66696,4184,1474,10905,154,150,5718,5214,1010,2441,343,1820,3359,283,3580,150,9686,169,4265,4199,3054
150106,86453,68454,154907,840,9887,81,165715,9353,9532,16787,482,565,21030,11248,3087,3711,1552,15001,3100,613,12456,585,20773,907,9914,17273,10750
150107,20441,11825,32266,130,1896,4,34296,2059,990,4896,53,82,3800,2315,474,812,212,2165,936,121,2012,142,4956,125,1993,2575,1882
150108,130006,51477,181483,983,11019,7,193492,10371,4798,29822,401,445,23696,12129,2608,5793,1250,7551,7507,824,14126,605,27676,736,13014,15215,9964
150109,9592,7306,16898,98,855,0,17851,1171,418,1947,36,62,2266,930,211,291,136,2106,356,63,957,77,2813,97,1111,2111,1236
150110,186368,108639,295007,1535,18835,12,315389,19058,16532,41238,1226,1061,43422,24426,5383,9076,2661,17033,8914,1442,28283,1062,47417,1553,22760,30750,19332
150111,72591,43820,116411,654,6934,32,124031,7420,5525,13631,362,412,19217,7761,1772,2499,795,8789,3180,524,10305,564,15548,640,8460,13281,6987
150112,71354,42745,114099,629,7931,11,122670,7601,5842,15639,427,476,16377,8587,2272,2791,972,7388,3282,510,11515,399,16452,665,8691,13076,9282
150113,48120,16570,64690,210,4100,6,69006,4143,873,13226,89,102,4206,7203,862,3725,249,1104,3222,190,1939,150,11250,154,3059,2557,3280
150114,88762,24035,112797,323,4836,6,117962,5798,1242,26366,120,147,7801,7869,1112,5691,396,3193,4087,283,3102,251,24696,237,4572,4548,4268
150115,77647,32708,110355,542,6687,331,117915,7460,2669,15924,237,240,15294,6612,1394,2993,596,6043,4770,503,6557,326,16122,475,12439,9339,10171
150116,31779,10572,42351,130,2339,6,44826,2584,565,8107,59,77,3151,3706,558,2136,196,964,2067,137,1352,91,6739,89,2421,2409,2342
150117,142656,81124,223780,1096,14672,7,239555,15032,8220,36021,542,642,23983,18884,3605,8721,1591,12279,7816,940,17295,741,35835,957,14882,17386,10997
150118,52825,48764,101589,643,5907,5,108144,8132,3763,11390,290,362,13126,6929,1648,2136,938,13777,1823,361,6632,732,13005,627,5744,10915,6177
150119,32487,17642,50129,297,2783,5,53214,2654,1722,5508,142,263,7353,2297,791,829,353,4097,1124,279,3955,201,6248,286,3845,5749,3352
150120,33918,8840,42758,124,2253,2,45137,2409,560,9629,75,64,3060,4519,515,2594,172,668,2502,152,1224,84,7543,66,2121,2154,1910
150121,53885,15555,69440,227,3482,244,73393,3848,796,14501,77,88,4663,7278,861,4328,246,1042,3904,354,1831,132,12096,89,3236,3009,2226
150122,64086,11427,75513,198,3117,15,78843,2985,544,20030,66,70,4212,7111,545,4364,219,673,2549,161,1034,100,15596,83,2516,2383,2096
150123,31249,27307,58556,409,3274,3,62242,3538,2234,5385,129,232,7882,3156,1076,899,523,8264,705,198,3423,288,6354,444,3521,7401,3454
150124,5567,3197,8764,48,393,0,9205,582,456,840,25,32,1391,329,177,107,38,734,187,37,591,34,942,34,774,1073,338
150125,96270,80307,176577,1281,11584,16,189458,10066,9288,18784,637,612,25868,11451,3026,3519,1477,22165,2859,728,14267,783,22472,1215,13058,20485,12212
150126,4339,1444,5783,26,233,0,6042,295,118,1228,7,16,524,308,52,132,22,267,181,10,264,11,1093,23,411,499,165
150127,3501,1359,4860,22,179,0,5061,312,123,735,5,12,499,225,54,102,23,285,88,12,274,24,768,29,356,449,333
150128,76514,33205,109719,507,7300,6,117532,7404,3756,17094,347,326,15770,7557,2071,3261,811,5588,5277,517,9492,431,15843,480,8176,10723,6624
150129,3643,1643,5286,23,226,0,5535,307,156,809,16,19,572,377,89,105,24,356,134,25,327,19,797,21,345,508,175
150130,73198,14203,87401,183,3522,11,91117,4269,639,22092,74,94,5180,6280,739,4883,282,1058,3635,196,1694,108,19344,130,3585,2711,3613
150131,37618,4740,42358,87,1789,3,44237,1329,181,11215,26,22,2603,2960,273,2210,94,281,1187,68,397,46,9911,29,1169,1215,1205
150132,55157,40125,95282,530,6678,16,102506,6221,4340,11558,305,322,12989,6951,1436,2313,784,8869,2234,431,7521,440,13104,584,6510,10142,7081
150133,158646,85756,244402,1566,15876,68,261912,15154,7928,34974,792,760,32882,16707,3897,6397,1973,15379,7464,1116,20181,1001,33125,1279,17221,23292,15740
150134,25611,10861,36472,150,1867,218,38707,2452,755,7252,75,77,4206,2816,514,1496,203,1883,1749,179,2027,119,6494,136,2949,2580,2249
150135,219064,114155,333219,1640,22846,6,357711,22604,14034,52806,939,987,40176,27559,6236,12169,2279,17651,13016,1563,28392,1290,52224,1406,24987,28940,22957
150136,79504,21378,100882,357,5349,14,106602,5684,1594,22328,142,146,7770,9493,1297,6073,426,1760,5854,314,3533,200,17828,192,5464,4887,4094
150137,70761,51078,121839,614,7525,2,129980,9261,4145,16702,336,364,15411,8881,1982,3431,996,10887,3467,475,9787,569,17701,683,7116,11215,6230
150138,796,222,1018,4,26,0,1048,59,9,241,0,3,91,33,16,25,7,68,23,2,44,10,334,11,62,77,15
150139,5836,4751,10587,74,631,0,11292,615,519,1073,31,32,1499,565,223,154,104,1493,186,40,907,27,1619,90,783,1238,450
150140,171891,37160,209051,641,9740,10,219442,9569,2461,49532,227,271,15226,14223,2063,10864,817,3745,8799,570,6655,348,43609,382,9592,8905,10298
150141,41616,12972,54588,218,3037,2,57845,3351,786,10635,111,69,4691,4488,759,2486,296,1189,2930,185,2227,131,8692,92,3354,3273,2940
150142,163595,90856,254451,1758,16392,87,272688,14706,9386,31809,843,798,39474,16579,3561,5421,1900,16865,6501,1248,21183,1072,32273,1564,17444,25647,15263
150143,165482,94951,260433,1847,17540,109,279929,14337,7946,31677,841,760,38957,16448,4090,5189,2095,19832,6582,1250,21734,1056,32174,1364,17960,27103,17333
150201,22999,16277,39276,246,2430,0,41952,2072,1670,3237,152,108,7404,2245,330,556,228,3673,385,110,2289,122,5008,227,2330,4615,2431
150202,6422,6651,13073,99,989,0,14161,662,577,1014,54,42,1560,1260,156,186,79,939,133,56,1086,25,1454,63,769,1480,1318
150203,5626,4650,10276,83,545,0,10904,469,503,602,38,27,2002,640,73,111,58,981,53,34,660,30,953,60,494,1286,1150
150204,7624,5838,13462,116,802,0,14380,662,514,732,68,58,2868,775,125,125,101,1336,98,50,624,50,1287,69,671,1934,887
150205,3435,2995,6430,53,547,0,7030,359,354,504,32,48,1016,426,97,85,46,752,65,23,415,21,738,45,410,764,436
150301,374,574,948,17,66,0,1031,37,22,22,6,1,116,104,6,12,34,205,1,0,10,2,26,6,15,195,68
150302,298,133,431,12,41,0,484,30,9,6,0,1,116,27,1,4,40,29,0,1,4,3,14,0,3,114,21
150303,489,297,786,7,34,0,827,60,15,14,1,6,257,68,5,6,13,133,0,4,10,3,13,1,23,149,44
150304,238,205,443,2,33,0,478,33,11,6,8,2,100,26,2,5,29,54,1,1,11,2,11,2,3,119,20
150305,350,228,578,3,18,0,599,44,12,16,2,1,142,42,7,4,10,50,3,1,13,0,37,1,18,62,13
150401,926,1123,2049,18,72,1,2140,137,61,64,5,2,371,389,14,23,20,196,11,4,56,7,164,11,90,308,86
150402,299,143,442,2,13,0,457,21,7,12,0,1,179,36,1,2,2,25,0,2,14,0,17,4,16,68,16
150403,339,151,490,0,20,0,510,41,13,19,0,6,157,67,3,3,2,23,0,2,8,1,17,2,12,77,9
150404,312,281,593,7,18,0,618,46,18,18,2,1,123,55,5,1,4,54,2,1,11,1,29,4,33,89,82
150405,343,287,630,4,22,0,656,51,39,16,1,0,117,60,8,4,4,55,2,0,10,4,29,0,16,86,63
150406,173,119,292,3,2,0,297,8,9,3,0,1,57,38,1,1,2,21,0,1,8,1,30,2,15,47,26
150407,1662,2294,3956,47,205,0,4208,169,171,247,6,13,631,375,53,36,43,676,23,13,177,18,281,32,184,729,138
150501,17922,13819,31741,219,1856,0,33816,2137,1308,2943,105,85,4451,1672,517,480,275,3497,328,128,2385,146,3535,176,2429,3530,1770
150502,3774,3127,6901,48,218,0,7167,573,295,612,14,28,933,236,122,109,46,614,76,21,598,20,763,23,605,839,246
150503,820,636,1456,18,54,0,1528,96,73,88,0,6,323,71,19,23,17,178,18,2,91,8,90,6,131,172,64
150504,2790,1968,4758,23,264,0,5045,372,215,389,9,11,772,193,43,44,37,437,37,12,399,17,453,21,314,502,440
150505,5799,4488,10287,75,482,0,10844,719,442,952,19,42,1281,446,155,138,85,902,125,53,1043,30,953,52,952,1069,631
150506,585,347,932,5,23,0,960,78,38,64,3,1,236,46,14,11,9,59,11,4,28,1,67,7,57,121,31
150507,13019,11237,24256,158,1252,0,25666,1385,1218,1707,102,70,4218,1081,402,294,161,3482,163,75,2155,96,2245,105,1721,2494,1189
150508,1784,862,2646,19,118,0,2783,178,124,169,5,6,617,101,36,20,22,251,16,2,87,3,124,7,282,251,296
150509,9561,8505,18066,183,1230,0,19479,1211,691,1780,57,54,2265,862,311,271,139,1813,242,75,2063,70,1790,117,1842,2076,722
150510,6845,6226,13071,87,689,0,13847,726,591,723,27,38,2622,496,262,174,137,1956,74,30,1106,38,991,80,824,1730,565
150511,522,539,1061,4,34,0,1099,80,20,41,3,2,234,59,9,11,10,209,3,2,18,3,31,4,63,148,46
150512,4983,4438,9421,93,417,0,9931,636,455,711,15,26,1623,423,188,108,89,1028,53,35,736,47,827,47,625,1290,490
150513,1297,1137,2434,22,125,0,2581,292,83,273,6,7,305,143,38,28,13,233,25,7,286,16,225,10,227,207,72
150514,4435,3739,8174,64,396,0,8634,479,319,547,10,21,1637,396,128,104,66,871,72,20,856,29,710,39,627,961,407
150515,888,886,1774,6,54,0,1834,194,66,195,6,6,221,104,27,20,12,123,17,8,159,12,159,11,200,138,50
150516,363,505,868,6,16,0,890,83,19,37,0,1,136,60,14,4,7,170,3,1,45,0,50,3,33,101,33
150601,10470,7914,18384,137,1242,0,19763,720,955,2167,90,59,2649,1183,239,357,109,1942,144,49,950,67,2176,111,1580,2109,1162
150602,220,148,368,1,33,0,402,22,10,3,1,3,155,18,3,7,5,30,2,0,4,2,18,1,19,73,22
150603,294,222,516,0,10,0,526,22,16,27,2,3,118,80,2,6,7,31,0,2,4,0,24,1,28,91,19
150604,4886,4212,9098,88,612,0,9798,439,276,425,34,24,1939,408,114,78,60,1160,51,18,513,23,720,74,567,1406,883
150605,17582,14650,32232,249,2402,65,34948,1647,1332,3148,109,119,4985,1792,622,597,194,3800,298,93,2210,145,3139,178,2206,4007,2374
150606,845,626,1471,15,39,0,1525,60,72,17,1,2,439,129,6,15,9,122,6,2,36,2,18,3,47,216,61
150607,155,131,286,2,12,0,300,17,5,9,1,0,101,32,3,1,7,25,0,2,3,2,14,3,19,31,13
150608,341,148,489,3,19,0,511,16,4,11,0,0,192,49,0,3,1,38,1,4,9,2,11,3,23,86,21
150609,288,178,466,2,11,0,479,15,19,32,4,0,120,50,9,1,1,53,2,1,13,1,30,0,30,70,4
150610,142,66,208,2,12,0,222,5,4,8,0,0,84,11,4,2,1,8,1,0,2,1,14,0,13,43,8
150611,322,154,476,1,13,0,490,24,11,5,0,3,148,55,1,1,1,16,2,0,4,0,27,2,17,80,18
150612,190,134,324,1,5,0,330,16,33,12,0,0,89,60,0,5,12,18,1,1,8,0,8,2,6,53,13
150701,1552,1796,3348,15,184,0,3547,269,155,168,8,13,502,261,53,37,24,478,24,7,116,23,266,15,153,437,207
150702,623,459,1082,0,32,0,1114,70,30,63,5,3,235,58,12,5,10,101,7,1,18,2,104,3,120,134,19
150703,334,278,612,5,16,0,633,126,20,54,3,1,117,30,10,6,3,54,5,4,15,4,33,2,34,42,42
150704,97,178,275,3,8,0,286,31,7,7,1,1,30,17,11,1,3,75,1,1,12,2,11,3,24,32,6
150705,335,773,1108,9,37,0,1154,90,40,47,5,4,115,80,8,16,8,320,4,0,60,10,69,17,46,127,42
150706,133,200,333,3,3,0,339,21,9,4,3,1,51,43,5,1,1,33,3,0,6,0,19,1,49,62,5
150707,163,189,352,4,7,0,363,30,3,15,0,0,56,44,3,2,7,60,0,0,4,1,24,3,15,48,7
150708,131,243,374,3,10,0,387,34,6,19,2,0,68,51,7,5,1,79,2,0,7,0,16,4,11,60,8
150709,358,441,799,5,41,0,845,55,15,36,23,4,169,81,11,4,12,123,6,2,7,4,40,6,34,99,59
150710,154,222,376,7,18,0,401,24,18,7,1,0,69,33,1,4,8,74,1,2,1,4,18,1,23,47,20
150711,284,294,578,3,18,0,599,57,13,27,0,4,87,34,3,4,15,107,5,0,14,1,37,3,27,86,29
150712,97,108,205,1,7,0,213,4,3,3,0,1,40,42,0,6,2,15,0,0,7,0,10,0,11,27,17
150713,367,456,823,26,19,0,868,71,35,31,2,4,123,51,11,9,17,52,5,4,3,2,30,4,40,136,147
150714,2368,2264,4632,19,229,0,4880,365,273,447,16,11,692,300,79,72,40,674,45,13,185,24,513,22,279,412,188
150715,394,568,962,5,28,0,995,81,26,21,2,9,198,88,11,4,9,230,1,4,8,4,38,1,28,152,40
150716,10480,13449,23929,116,1577,0,25622,1347,937,1487,85,100,3692,1532,352,241,301,4524,210,70,1442,166,2177,266,999,2930,1227
150717,402,517,919,8,27,0,954,87,30,48,0,3,131,110,15,9,16,137,9,4,30,3,83,1,54,123,22
150718,649,251,900,5,33,0,938,35,18,12,1,3,376,28,13,2,12,92,4,1,9,4,46,6,31,177,23
150719,102,127,229,5,4,0,238,37,8,16,0,1,39,22,2,1,1,25,1,0,10,0,11,2,12,34,9
150720,109,103,212,4,10,0,226,28,1,5,2,0,60,25,3,2,7,9,0,0,1,0,9,1,13,23,8
150721,255,468,723,9,24,0,756,56,13,30,4,4,113,173,17,13,19,72,4,0,10,4,11,3,19,119,28
150722,1339,1452,2791,26,118,0,2935,223,98,120,16,12,455,214,30,28,17,475,14,4,107,12,145,14,129,319,346
150723,890,476,1366,5,53,0,1424,106,23,72,3,0,392,35,6,14,6,168,7,3,7,2,66,4,53,121,261
150724,266,446,712,1,36,0,749,87,13,18,0,7,84,134,13,6,18,41,2,4,10,3,23,5,49,132,37
150725,46,83,129,2,5,0,136,10,4,4,1,1,22,41,0,0,5,9,0,1,3,1,2,1,8,22,3
150726,190,155,345,8,15,0,368,30,9,10,5,1,106,42,3,2,7,20,0,1,1,0,5,0,15,72,18
150727,778,723,1501,9,71,0,1581,123,65,113,4,2,285,87,17,20,12,184,21,2,105,7,167,5,125,143,50
150728,4033,4036,8069,53,373,0,8495,559,390,880,29,30,1153,543,134,127,35,1188,108,27,429,36,802,69,547,740,291
150729,153,121,274,1,3,0,278,29,8,15,4,1,71,19,3,1,4,17,0,0,11,0,14,0,10,43,13
150730,254,122,376,2,8,0,386,30,14,19,0,1,125,14,2,4,4,42,4,2,10,1,22,1,15,55,6
150731,1561,1570,3131,14,113,0,3258,184,137,138,6,12,573,184,47,26,32,407,16,8,128,14,233,22,118,332,125
150732,491,723,1214,3,69,0,1286,111,74,57,3,10,192,148,10,17,9,160,12,4,74,5,72,5,63,136,67
150801,21650,13774,35424,193,2475,0,38092,2058,1558,4356,680,107,4801,2468,408,827,177,2497,819,145,1859,109,4753,140,2285,2776,2096
150802,760,431,1191,13,44,0,1248,47,27,18,0,3,398,57,6,1,16,86,0,5,8,3,23,7,58,253,33
150803,2400,981,3381,30,242,0,3653,179,219,328,36,7,824,163,27,57,7,156,40,8,226,14,326,11,211,386,273
150804,296,150,446,3,17,0,466,22,10,3,7,0,148,21,4,4,11,26,1,3,8,4,12,1,8,99,9
150805,8537,6947,15484,99,1268,0,16851,870,700,1591,236,51,2492,932,201,245,90,1539,237,74,903,54,1897,67,999,1529,998
150806,9301,11488,20789,184,1267,0,22240,1014,951,1417,187,68,3039,1371,189,217,146,3595,144,61,1286,84,1878,133,1118,2677,1410
150807,936,288,1224,5,24,0,1253,23,16,41,4,0,528,43,6,4,8,99,1,1,17,3,41,6,24,192,32
150808,448,308,756,7,27,0,790,27,10,17,0,1,205,62,6,6,7,39,3,1,7,0,21,3,28,118,22
150809,332,152,484,7,51,0,542,15,11,3,0,0,200,37,1,7,11,44,0,0,9,0,25,3,17,81,7
